,init_value,est_value
buildGBase,0.2995144463742589,0.16703079949059746
Vmax_G,0.42370135875813475,1.1796241225942117
nG,2.0,5.789006117470535
K_G,0.9308242899759981,1.2294257987772057
degGA4,0.9484103988781941,3.1731067555263315
degradA4,0.02731963591350291,0.02731963591350291
degradC,0.10802009188235896,0.10802009188235896
degradN2,0.19789948557266254,0.19789948557266254
degradS1,1159.2508394589877,1159.2508394589877
degradG,0.3186924597220988,0.09070595438947705
