,init_value,est_value
sc_ISR,0.8034367518655581,0.23871157371715296
sc_OSR,0.03403014494988218,0.21481080546087467
Vmax_C,0.18038653146031686,0.02740904827077126
V_degN2,0.35972410458327825,0.27171030258891177
buildA4Base,0.761719822381073,0.0
V_N2A4,0.1,0.49999999995
degradA4,2.480944653415394,0.0
degradC,0.05921559050721883,0.008997584051621047
degradN2,-0.017380519010615714,0.29076859185108617
degradS1,1159.2508394589877,1159.2508394589877
