,init_value,est_value
sc_ISR,0.3169821954449458,0.16918745400386553
sc_OSR,0.5172844397286688,1.5259034077819167
degradA4,0.02731963591350291,0.02731963591350291
degradC,0.10802009188235896,0.10802009188235896
degradN2,0.19789948557266254,0.19789948557266254
degradS1,1159.2508394589877,1159.2508394589877
