,init_value,est_value
EC1,0.7816410402958247,0.07836626630298996
EC2,0.9469748306419065,0.46243494428403625
EC3,0.1734506993476467,0.8771570958813276
tau1,0.12515084687239117,0.006373008678419308
degrade,0.27534142443110476,1.3262554231886148
