,init_value,est_value
Vmax_G,0.9036989421416914,0.4040227636576695
degradA4,0.0,0.0
degradC,0.008997584619275962,0.008997584619275962
degradN2,0.2907685944675149,0.2907685944675149
degradS1,1159.2508394589877,1159.2508394589877
degradG,0.08927897275821411,0.08669484993870652
