,init_value,est_value
Vmax_G,0.735197050821907,0.426655362510063
degradA4,0.02731963591350291,0.02731963591350291
degradC,6.421409057978348e-14,6.421409057978348e-14
degradN2,0.19789948557266254,0.19789948557266254
degradS1,1159.2508394589877,1159.2508394589877
degradG,0.08840754922185362,0.0868118965734624
