,init_value,est_value
EC1,0.3569138942416641,0.007371710477111003
EC2,0.5395314457724771,0.34953224811712735
EC3,0.01692273540108049,1.0975380219430753
tau1,0.1371487788487233,0.9695225927773546
degrade,0.25442170988364476,0.02245481864102633
n,2.0,2.8225733041363545
