,init_value,est_value
EC1,0.15304791693337677,0.02493358069631759
EC2,0.49235584673987487,0.18083819864970957
EC3,0.7022118681679673,0.3262311299311368
tau1,0.3255208681218795,0.2033523728150208
degrade,0.29749255507400457,0.03804529930063159
