Molecule,Replicate,Ext_Reference,Area,Ratio_To_Standard,Amount ng/ml,Amount nmol/mL,Amount nmol/well,Amount nmol/1e6 cells seeded,Cells,Incubation_Time,Dose_Level,Dose_uM,Dose_IC,Dose_nmol/well
Isavuconazole,14705134,ISA_OZ_0h_P37_C6_D2,1035699,0.1491,190.095,0.434502857,0.130350857,1.303508571,no cells,0,2,16,IC50,8
Isavuconazole,14705135,ISA_OZ_0h_P37_D6_D3,1716215,0.2495,331.3603,0.757394971,0.227218491,2.272184914,no cells,0,3,57,IC85,28.5
Isavuconazole,14705136,ISA_OZ_6h_P21_A5_VC,6453,0.001,-17.7215,-0.040506286,-0.012151886,-0.121518857,no cells,6,C,0,Control,0
Isavuconazole,14705137,ISA_OZ_6h_P21_B5_D1,93971,0.0136,-0.0466,-0.000106514,-3.20E-05,-0.000319543,no cells,6,1,0.7,IC01,0.35
Isavuconazole,14705138,ISA_OZ_6h_P21_C5_D2,1051849,0.1533,195.9938,0.447985829,0.134395749,1.343957486,no cells,6,2,16,IC50,8
Isavuconazole,14705139,ISA_OZ_6h_P21_D5_D3,2811103,0.4136,562.6749,1.286114057,0.385834217,3.858342171,no cells,6,3,57,IC85,28.5
Isavuconazole,14705140,ISA_OZ_3h_P29_A5_VC,8549,0.0012,-17.3038,-0.039551543,-0.011865463,-0.118654629,no cells,3,C,0,Control,0
Isavuconazole,14705141,ISA_OZ_3h_P29_B5_D1,87687,0.0128,-1.11,-0.002537143,-0.000761143,-0.007611429,no cells,3,1,0.7,IC01,0.35
Isavuconazole,14705142,ISA_OZ_3h_P29_C5_D2,1054079,0.1514,193.3043,0.4418384,0.13255152,1.3255152,no cells,3,2,16,IC50,8
Isavuconazole,14705143,ISA_OZ_3h_P29_D5_D3,2345184,0.3478,469.8069,1.073844343,0.322153303,3.221533029,no cells,3,3,57,IC85,28.5
Isavuconazole,14705144,ISA_OZ_0h_P37_A5_VC,5039,0.0007,-18.0316,-0.041215086,-0.012364526,-0.123645257,no cells,0,C,0,Control,0
Isavuconazole,14705145,ISA_OZ_0h_P37_B5_D1,101834,0.0147,1.5105,0.003452571,0.001035771,0.010357714,no cells,0,1,0.7,IC01,0.35
Isavuconazole,14705146,ISA_OZ_0h_P37_C5_D2,955687,0.1373,173.5402,0.396663314,0.118998994,1.189989943,no cells,0,2,16,IC50,8
Isavuconazole,14705147,ISA_OZ_0h_P37_D5_D3,1734367,0.2547,338.7198,0.774216686,0.232265006,2.322650057,no cells,0,3,57,IC85,28.5
Isavuconazole,14705148,ISA_OZ_6h_P21_A4_VC,5579,0.0008,-17.9069,-0.040930057,-0.012279017,-0.122790171,no cells,6,C,0,Control,0
Isavuconazole,14705149,ISA_OZ_6h_P21_B4_D1,83793,0.0122,-1.9201,-0.0043888,-0.00131664,-0.0131664,no cells,6,1,0.7,IC01,0.35
Isavuconazole,14705150,ISA_OZ_6h_P21_C4_D2,884598,0.1282,160.7577,0.367446171,0.110233851,1.102338514,no cells,6,2,16,IC50,8
Isavuconazole,14705152,ISA_OZ_3h_P29_A4_VC,6263,0.0009,-17.7416,-0.040552229,-0.012165669,-0.121656686,no cells,3,C,0,Control,0
Isavuconazole,14705153,ISA_OZ_3h_P29_B4_D1,75949,0.0109,-3.7655,-0.008606857,-0.002582057,-0.025820571,no cells,3,1,0.7,IC01,0.35
Isavuconazole,14705154,ISA_OZ_3h_P29_C4_D2,808202,0.1176,145.8457,0.3333616,0.10000848,1.0000848,no cells,3,2,16,IC50,8
Isavuconazole,14705155,ISA_OZ_3h_P29_D4_D3,2154568,0.3057,410.4787,0.938237029,0.281471109,2.814711086,no cells,3,3,57,IC85,28.5
Isavuconazole,14705156,ISA_OZ_0h_P37_A4_VC,3886,0.0006,-18.2697,-0.041759314,-0.012527794,-0.125277943,no cells,0,C,0,Control,0
Isavuconazole,14705157,ISA_OZ_0h_P37_B4_D1,81516,0.012,-2.1927,-0.005011886,-0.001503566,-0.015035657,no cells,0,1,0.7,IC01,0.35
Isavuconazole,14705158,ISA_OZ_0h_P37_C4_D2,748264,0.1099,135.0625,0.308714286,0.092614286,0.926142857,no cells,0,2,16,IC50,8
Isavuconazole,14705159,ISA_OZ_0h_P37_D4_D3,1517921,0.2189,288.1995,0.658741714,0.197622514,1.976225143,no cells,0,3,57,IC85,28.5
Isavuconazole,14705160,ISA_MZ_6h_P21_A3_VC,19026,0.0027,-15.2403,-0.034834971,-0.010450491,-0.104504914,cells,6,C,0,Control,0
Isavuconazole,14705161,ISA_MZ_6h_P21_B3_D1,261033,0.0379,34.0057,0.077727314,0.023318194,0.233181943,cells,6,1,0.7,IC01,0.35
Isavuconazole,14705162,ISA_MZ_6h_P21_C3_D2,4345300,0.6344,875.2566,2.000586514,0.600175954,6.001759543,cells,6,2,16,IC50,8
Isavuconazole,14705163,ISA_MZ_6h_P21_D3_D3,12051323,1.7606,2491.2368,5.694255543,1.708276663,17.08276663,cells,6,3,57,IC85,28.5
Isavuconazole,14705164,ISA_MZ_3h_P29_A3_VC,6498,0.001,-17.7176,-0.040497371,-0.012149211,-0.121492114,cells,3,C,0,Control,0
Isavuconazole,14705165,ISA_MZ_3h_P29_B3_D1,241278,0.0348,29.7843,0.0680784,0.02042352,0.2042352,cells,3,1,0.7,IC01,0.35
Isavuconazole,14705166,ISA_MZ_3h_P29_C3_D2,4529193,0.645,890.3357,2.035053029,0.610515909,6.105159086,cells,3,2,16,IC50,8
Isavuconazole,14705167,ISA_MZ_3h_P29_D3_D3,12661734,1.7962,2542.8604,5.812252343,1.743675703,17.43675703,cells,3,3,57,IC85,28.5
Isavuconazole,14705168,ISA_MZ_0h_P37_A3_VC,5572,0.0008,-17.8874,-0.040885486,-0.012265646,-0.122656457,cells,0,C,0,Control,0
Isavuconazole,14705169,ISA_MZ_0h_P37_B3_D1,223673,0.0332,27.4091,0.062649371,0.018794811,0.187948114,cells,0,1,0.7,IC01,0.35
Isavuconazole,14705170,ISA_MZ_0h_P37_C3_D2,4114819,0.6124,844.1181,1.9294128,0.57882384,5.7882384,cells,0,2,16,IC50,8
Isavuconazole,14705171,ISA_MZ_0h_P37_D3_D3,10618482,1.5663,2209.7481,5.0508528,1.51525584,15.1525584,cells,0,3,57,IC85,28.5
Isavuconazole,14705172,ISA_MZ_6h_P21_A2_VC,4825,0.0007,-18.0657,-0.041293029,-0.012387909,-0.123879086,cells,6,C,0,Control,0
Isavuconazole,14705173,ISA_MZ_6h_P21_B2_D1,341409,0.0504,51.6519,0.118061486,0.035418446,0.354184457,cells,6,1,0.7,IC01,0.35
Isavuconazole,14705174,ISA_MZ_6h_P21_C2_D2,5640941,0.7984,1108.2301,2.533097371,0.759929211,7.599292114,cells,6,2,16,IC50,8
Isavuconazole,14705176,ISA_MZ_3h_P29_A2_VC,2364,0.0004,-18.5475,-0.042394286,-0.012718286,-0.127182857,cells,3,C,0,Control,0
Isavuconazole,14705177,ISA_MZ_3h_P29_B2_D1,298161,0.043,41.2585,0.094305143,0.028291543,0.282915429,cells,3,1,0.7,IC01,0.35
Isavuconazole,14705178,ISA_MZ_3h_P29_C2_D2,5320958,0.7544,1045.7505,2.390286857,0.717086057,7.170860571,cells,3,2,16,IC50,8
Isavuconazole,14705179,ISA_MZ_3h_P29_D2_D3,16724214,2.4342,3476.0439,7.9452432,2.38357296,23.8357296,cells,3,3,57,IC85,28.5
Isavuconazole,14705180,ISA_MZ_0h_P37_A2_VC,4773,0.0007,-18.0776,-0.041320229,-0.012396069,-0.123960686,cells,0,C,0,Control,0
Isavuconazole,14705181,ISA_MZ_0h_P37_B2_D1,233016,0.0338,28.2591,0.064592229,0.019377669,0.193776686,cells,0,1,0.7,IC01,0.35
Isavuconazole,14705182,ISA_MZ_0h_P37_C2_D2,4246269,0.6151,847.8274,1.9378912,0.58136736,5.8136736,cells,0,2,16,IC50,8
Isavuconazole,14705183,ISA_MZ_0h_P37_D2_D3,10794504,1.6432,2320.9675,5.305068571,1.591520571,15.91520571,cells,0,3,57,IC85,28.5
Isavuconazole,14705184,ISA_MZ_6h_P21_A1_VC,5233,0.0008,-17.9994,-0.041141486,-0.012342446,-0.123424457,cells,6,C,0,Control,0
Isavuconazole,14705185,ISA_MZ_6h_P21_B1_D1,343353,0.0509,52.2193,0.1193584,0.03580752,0.3580752,cells,6,1,0.7,IC01,0.35
Isavuconazole,14705186,ISA_MZ_6h_P21_C1_D2,5586270,0.8159,1133.132,2.590016,0.7770048,7.770048,cells,6,2,16,IC50,8
Isavuconazole,14705187,ISA_MZ_6h_P21_D1_D3,13510454,1.961,2782.6687,6.3603856,1.90811568,19.0811568,cells,6,3,57,IC85,28.5
Isavuconazole,14705189,ISA_MZ_3h_P29_B1_D1,300441,0.0442,42.9499,0.0981712,0.02945136,0.2945136,cells,3,1,0.7,IC01,0.35
Isavuconazole,14705190,ISA_MZ_3h_P29_C1_D2,4751521,0.6979,965.3922,2.206610743,0.661983223,6.619832229,cells,3,2,16,IC50,8
Isavuconazole,14705191,ISA_MZ_3h_P29_D1_D3,13064560,1.9146,2715.1512,6.206059886,1.861817966,18.61817966,cells,3,3,57,IC85,28.5
Isavuconazole,14705192,ISA_MZ_0h_P37_A1_VC,5477,0.0008,-17.9411,-0.041008229,-0.012302469,-0.123024686,cells,0,C,0,Control,0
Isavuconazole,14705193,ISA_MZ_0h_P37_B1_D1,293372,0.0435,41.8798,0.095725257,0.028717577,0.287175771,cells,0,1,0.7,IC01,0.35
Isavuconazole,14705194,ISA_MZ_0h_P37_C1_D2,4330669,0.651,898.7526,2.054291657,0.616287497,6.162874971,cells,0,2,16,IC50,8
Isavuconazole,14705195,ISA_MZ_0h_P37_D1_D3,12129297,1.8088,2561.1955,5.854161143,1.756248343,17.56248343,cells,0,3,57,IC85,28.5
Isavuconazole,14705028,ISA_OZ_48h_P05_A6_VC,7364,0.0011,-3.7147,-0.008490743,-0.002547223,-0.025472229,no cells,48,C,0,Control,0
Isavuconazole,14705029,ISA_OZ_48h_P05_B6_D1,90386,0.0133,13.0503,0.029829257,0.008948777,0.089487771,no cells,48,1,0.7,IC01,0.35
Isavuconazole,14705030,ISA_OZ_48h_P05_C6_D2,1180173,0.1774,237.5557,0.542984457,0.162895337,1.628953371,no cells,48,2,16,IC50,8
Isavuconazole,14705031,ISA_OZ_48h_P05_D6_D3,3078272,0.4567,621.5567,1.420701029,0.426210309,4.262103086,no cells,48,3,57,IC85,28.5
Isavuconazole,14705032,ISA_OZ_24h_P13_A6_VC,4223,0.0006,-4.3023,-0.009833829,-0.002950149,-0.029501486,no cells,24,C,0,Control,0
Isavuconazole,14705033,ISA_OZ_24h_P13_B6_D1,89623,0.0133,12.9704,0.029646629,0.008893989,0.088939886,no cells,24,1,0.7,IC01,0.35
Isavuconazole,14705034,ISA_OZ_24h_P13_C6_D2,1238693,0.1833,245.6643,0.5615184,0.16845552,1.6845552,no cells,24,2,16,IC50,8
Isavuconazole,14705035,ISA_OZ_24h_P13_D6_D3,2953622,0.4375,595.0086,1.360019657,0.408005897,4.080058971,no cells,24,3,57,IC85,28.5
Isavuconazole,14705040,ISA_OZ_48h_P05_A5_VC,1775,0.0003,-4.8173,-0.011010971,-0.003303291,-0.033032914,no cells,48,C,0,Control,0
Isavuconazole,14705041,ISA_OZ_48h_P05_B5_D1,72571,0.0108,9.5907,0.0219216,0.00657648,0.0657648,no cells,48,1,0.7,IC01,0.35
Isavuconazole,14705042,ISA_OZ_48h_P05_C5_D2,1056751,0.158,210.9278,0.482120686,0.144636206,1.446362057,no cells,48,2,16,IC50,8
Isavuconazole,14705043,ISA_OZ_48h_P05_D5_D3,2644530,0.4082,554.6963,1.267877257,0.380363177,3.803631771,no cells,48,3,57,IC85,28.5
Isavuconazole,14705044,ISA_OZ_24h_P13_A5_VC,8897,0.0013,-3.3797,-0.007725029,-0.002317509,-0.023175086,no cells,24,C,0,Control,0
Isavuconazole,14705045,ISA_OZ_24h_P13_B5_D1,80356,0.0114,10.3753,0.023714971,0.007114491,0.071144914,no cells,24,1,0.7,IC01,0.35
Isavuconazole,14705046,ISA_OZ_24h_P13_C5_D2,1115416,0.1676,224.1249,0.512285486,0.153685646,1.536856457,no cells,24,2,16,IC50,8
Isavuconazole,14705047,ISA_OZ_24h_P13_D5_D3,2833918,0.4231,575.2521,1.314861943,0.394458583,3.944585829,no cells,24,3,57,IC85,28.5
Isavuconazole,14705052,ISA_OZ_48h_P05_A4_VC,1612,0.0002,-4.8425,-0.011068571,-0.003320571,-0.033205714,no cells,48,C,0,Control,0
Isavuconazole,14705053,ISA_OZ_48h_P05_B4_D1,81619,0.0119,11.0772,0.025319314,0.007595794,0.075957943,no cells,48,1,0.7,IC01,0.35
Isavuconazole,14705054,ISA_OZ_48h_P05_C4_D2,1175380,0.1704,227.9367,0.520998171,0.156299451,1.562994514,no cells,48,2,16,IC50,8
Isavuconazole,14705055,ISA_OZ_48h_P05_D4_D3,3502269,0.5179,705.9612,1.6136256,0.48408768,4.8408768,no cells,48,3,57,IC85,28.5
Isavuconazole,14705056,ISA_OZ_24h_P13_A4_VC,4794,0.0007,-4.2181,-0.009641371,-0.002892411,-0.028924114,no cells,24,C,0,Control,0
Isavuconazole,14705057,ISA_OZ_24h_P13_B4_D1,86356,0.0128,12.3075,0.028131429,0.008439429,0.084394286,no cells,24,1,0.7,IC01,0.35
Isavuconazole,14705058,ISA_OZ_24h_P13_C4_D2,1345434,0.1943,260.7637,0.596031314,0.178809394,1.788093943,no cells,24,2,16,IC50,8
Isavuconazole,14705059,ISA_OZ_24h_P13_D4_D3,3108745,0.4629,630.1194,1.440272914,0.432081874,4.320818743,no cells,24,3,57,IC85,28.5
Isavuconazole,14705064,ISA_MZ_48h_P05_A3_VC,1755,0.0003,-4.8282,-0.011035886,-0.003310766,-0.033107657,cells,48,C,0,Control,0
Isavuconazole,14705065,ISA_MZ_48h_P05_B3_D1,259312,0.0386,47.5184,0.108613486,0.032584046,0.325840457,cells,48,1,0.7,IC01,0.35
Isavuconazole,14705066,ISA_MZ_48h_P05_C3_D2,3201416,0.4667,635.3169,1.452152914,0.435645874,4.356458743,cells,48,2,16,IC50,8
Isavuconazole,14705067,ISA_MZ_48h_P05_D3_D3,6579973,0.9644,1325.3607,3.029395886,0.908818766,9.088187657,cells,48,3,57,IC85,28.5
Isavuconazole,14705068,ISA_MZ_24h_P13_A3_VC,4509,0.0007,-4.2898,-0.009805257,-0.002941577,-0.029415771,cells,24,C,0,Control,0
Isavuconazole,14705069,ISA_MZ_24h_P13_B3_D1,257524,0.0381,46.9361,0.107282514,0.032184754,0.321847543,cells,24,1,0.7,IC01,0.35
Isavuconazole,14705070,ISA_MZ_24h_P13_C3_D2,3964784,0.6105,833.9147,1.906090743,0.571827223,5.718272229,cells,24,2,16,IC50,8
Isavuconazole,14705071,ISA_MZ_24h_P13_D3_D3,9287519,1.3603,1879.5082,4.296018743,1.288805623,12.88805623,cells,24,3,57,IC85,28.5
Isavuconazole,14705076,ISA_MZ_48h_P05_A2_VC,2958,0.0004,-4.5826,-0.010474514,-0.003142354,-0.031423543,cells,48,C,0,Control,0
Isavuconazole,14705077,ISA_MZ_48h_P05_B2_D1,257312,0.039,48.1136,0.109973943,0.032992183,0.329921829,cells,48,1,0.7,IC01,0.35
Isavuconazole,14705078,ISA_MZ_48h_P05_C2_D2,2989473,0.4499,612.1289,1.399151771,0.419745531,4.197455314,cells,48,2,16,IC50,8
Isavuconazole,14705079,ISA_MZ_48h_P05_D2_D3,6231233,0.9397,1290.902,2.950633143,0.885189943,8.851899429,cells,48,3,57,IC85,28.5
Isavuconazole,14705080,ISA_MZ_24h_P13_A2_VC,3092,0.0005,-4.5487,-0.010397029,-0.003119109,-0.031191086,cells,24,C,0,Control,0
Isavuconazole,14705081,ISA_MZ_24h_P13_B2_D1,243991,0.0371,45.5152,0.104034743,0.031210423,0.312104229,cells,24,1,0.7,IC01,0.35
Isavuconazole,14705082,ISA_MZ_24h_P13_C2_D2,3620870,0.5306,723.5436,1.653813943,0.496144183,4.961441829,cells,24,2,16,IC50,8
Isavuconazole,14705083,ISA_MZ_24h_P13_D2_D3,8375061,1.2217,1684.9477,3.851309029,1.155392709,11.55392709,cells,24,3,57,IC85,28.5
Isavuconazole,14705088,ISA_MZ_48h_P05_A1_VC,1081,0.0002,-4.9644,-0.0113472,-0.00340416,-0.0340416,cells,48,C,0,Control,0
Isavuconazole,14705089,ISA_MZ_48h_P05_B1_D1,274277,0.0407,50.486,0.115396571,0.034618971,0.346189714,cells,48,1,0.7,IC01,0.35
Isavuconazole,14705090,ISA_MZ_48h_P05_C1_D2,3317524,0.4994,680.396,1.555190857,0.466557257,4.665572571,cells,48,2,16,IC50,8
Isavuconazole,14705091,ISA_MZ_48h_P05_D1_D3,6383256,0.9119,1252.1332,2.862018743,0.858605623,8.586056229,cells,48,3,57,IC85,28.5
Isavuconazole,14705093,ISA_MZ_24h_P13_B1_D1,290021,0.0431,53.7627,0.122886171,0.036865851,0.368658514,cells,24,1,0.7,IC01,0.35
Isavuconazole,14705094,ISA_MZ_24h_P13_C1_D2,3986080,0.5915,807.6332,1.846018743,0.553805623,5.538056229,cells,24,2,16,IC50,8
Isavuconazole,14705095,ISA_MZ_24h_P13_D1_D3,9558432,1.4158,1957.5491,4.474397943,1.342319383,13.42319383,cells,24,3,57,IC85,28.5
Isavuconazole,14706197,ISA_OZ_3h_P30_A6_VC,8510,0.0012,-10.9136,-0.024945371,-0.007483611,-0.074836114,no cells,3,C,0,Control,0
Isavuconazole,14706198,ISA_OZ_3h_P30_B6_D1,58598,0.008,-1.2943,-0.0029584,-0.00088752,-0.0088752,no cells,3,1,0.7,IC01,0.35
Isavuconazole,14706199,ISA_OZ_3h_P30_C6_D2,519248,0.0733,90.1723,0.206108114,0.061832434,0.618324343,no cells,3,2,16,IC50,8
Isavuconazole,14706200,ISA_OZ_3h_P30_D6_D3,1209699,0.1684,223.6956,0.511304229,0.153391269,1.533912686,no cells,3,3,57,IC85,28.5
Isavuconazole,14706201,ISA_OZ_0h_P38_A6_VC,2040,0.0003,-12.1435,-0.027756571,-0.008326971,-0.083269714,no cells,0,C,0,Control,0
Isavuconazole,14706202,ISA_OZ_0h_P38_B6_D1,57313,0.0077,-1.8092,-0.004135314,-0.001240594,-0.012405943,no cells,0,1,0.7,IC01,0.35
Isavuconazole,14706203,ISA_OZ_0h_P38_C6_D2,446745,0.0613,73.3181,0.167584229,0.050275269,0.502752686,no cells,0,2,16,IC50,8
Isavuconazole,14706204,ISA_OZ_0h_P38_D6_D3,951892,0.132,172.5568,0.394415543,0.118324663,1.183246629,no cells,0,3,57,IC85,28.5
Isavuconazole,14706209,ISA_OZ_3h_P30_A5_VC,9853,0.0014,-10.6228,-0.024280686,-0.007284206,-0.072842057,no cells,3,C,0,Control,0
Isavuconazole,14706210,ISA_OZ_3h_P30_B5_D1,68400,0.0094,0.6056,0.001384229,0.000415269,0.004152686,no cells,3,1,0.7,IC01,0.35
Isavuconazole,14706211,ISA_OZ_3h_P30_C5_D2,622601,0.0866,108.8104,0.248709486,0.074612846,0.746128457,no cells,3,2,16,IC50,8
Isavuconazole,14706212,ISA_OZ_3h_P30_D5_D3,1345659,0.1866,249.3023,0.569833829,0.170950149,1.709501486,no cells,3,3,57,IC85,28.5
Isavuconazole,14706213,ISA_OZ_0h_P38_A5_VC,1632,0.0002,-12.2128,-0.027914971,-0.008374491,-0.083744914,no cells,0,C,0,Control,0
Isavuconazole,14706214,ISA_OZ_0h_P38_B5_D1,47470,0.0066,-3.3404,-0.0076352,-0.00229056,-0.0229056,no cells,0,1,0.7,IC01,0.35
Isavuconazole,14706215,ISA_OZ_0h_P38_C5_D2,400136,0.0544,63.7278,0.145663543,0.043699063,0.436990629,no cells,0,2,16,IC50,8
Isavuconazole,14706216,ISA_OZ_0h_P38_D5_D3,1016364,0.1415,185.8823,0.424873829,0.127462149,1.274621486,no cells,0,3,57,IC85,28.5
Isavuconazole,14706221,ISA_OZ_3h_P30_A4_VC,9956,0.0014,-10.5917,-0.0242096,-0.00726288,-0.0726288,no cells,3,C,0,Control,0
Isavuconazole,14706222,ISA_OZ_3h_P30_B4_D1,88502,0.0123,4.6525,0.010634286,0.003190286,0.031902857,no cells,3,1,0.7,IC01,0.35
Isavuconazole,14706223,ISA_OZ_3h_P30_C4_D2,1035823,0.1425,187.4025,0.428348571,0.128504571,1.285045714,no cells,3,2,16,IC50,8
Isavuconazole,14706224,ISA_OZ_3h_P30_D4_D3,2162773,0.305,416.074,0.951026286,0.285307886,2.853078857,no cells,3,3,57,IC85,28.5
Isavuconazole,14706225,ISA_OZ_0h_P38_A4_VC,909,0.0001,-12.3611,-0.028253943,-0.008476183,-0.084761829,no cells,0,C,0,Control,0
Isavuconazole,14706226,ISA_OZ_0h_P38_B4_D1,68765,0.0093,0.4677,0.001069029,0.000320709,0.003207086,no cells,0,1,0.7,IC01,0.35
Isavuconazole,14706227,ISA_OZ_0h_P38_C4_D2,637924,0.0894,112.7503,0.257714971,0.077314491,0.773144914,no cells,0,2,16,IC50,8
Isavuconazole,14706228,ISA_OZ_0h_P38_D4_D3,1240606,0.1712,227.6712,0.520391314,0.156117394,1.561173943,no cells,0,3,57,IC85,28.5
Isavuconazole,14706233,ISA_MZ_3h_P30_A3_VC,39520,0.0055,-4.8896,-0.011176229,-0.003352869,-0.033528686,cells,3,C,0,Control,0
Isavuconazole,14706234,ISA_MZ_3h_P30_B3_D1,172807,0.0241,21.1691,0.048386514,0.014515954,0.145159543,cells,3,1,0.7,IC01,0.35
Isavuconazole,14706235,ISA_MZ_3h_P30_C3_D2,2575180,0.3498,479.2099,1.095336914,0.328601074,3.286010743,cells,3,2,16,IC50,8
Isavuconazole,14706236,ISA_MZ_3h_P30_D3_D3,7636716,1.0818,1520.0612,3.4744256,1.04232768,10.4232768,cells,3,3,57,IC85,28.5
Isavuconazole,14706237,ISA_MZ_0h_P38_A3_VC,1754,0.0002,-12.1952,-0.027874743,-0.008362423,-0.083624229,cells,0,C,0,Control,0
Isavuconazole,14706238,ISA_MZ_0h_P38_B3_D1,111549,0.0156,9.2916,0.021237943,0.006371383,0.063713829,cells,0,1,0.7,IC01,0.35
Isavuconazole,14706239,ISA_MZ_0h_P38_C3_D2,1941435,0.2705,367.3415,0.839637714,0.251891314,2.518913143,cells,0,2,16,IC50,8
Isavuconazole,14706240,ISA_MZ_0h_P38_D3_D3,5575356,0.7688,1073.0434,2.452670629,0.735801189,7.358011886,cells,0,3,57,IC85,28.5
Isavuconazole,14706245,ISA_MZ_3h_P30_A2_VC,1714,0.0002,-12.2029,-0.027892343,-0.008367703,-0.083677029,cells,3,C,0,Control,0
Isavuconazole,14706246,ISA_MZ_3h_P30_B2_D1,131543,0.0182,12.9685,0.029642286,0.008892686,0.088926857,cells,3,1,0.7,IC01,0.35
Isavuconazole,14706247,ISA_MZ_3h_P30_C2_D2,2092672,0.2927,398.6321,0.911159086,0.273347726,2.733477257,cells,3,2,16,IC50,8
Isavuconazole,14706248,ISA_MZ_3h_P30_D2_D3,6625081,0.9225,1292.0789,2.9533232,0.88599696,8.8599696,cells,3,3,57,IC85,28.5
Isavuconazole,14706249,ISA_MZ_0h_P38_A2_VC,765,0.0001,-12.3878,-0.028314971,-0.008494491,-0.084944914,cells,0,C,0,Control,0
Isavuconazole,14706250,ISA_MZ_0h_P38_B2_D1,93267,0.0128,5.4341,0.0124208,0.00372624,0.0372624,cells,0,1,0.7,IC01,0.35
Isavuconazole,14706251,ISA_MZ_0h_P38_C2_D2,1764746,0.2504,339.0946,0.775073371,0.232522011,2.325220114,cells,0,2,16,IC50,8
Isavuconazole,14706252,ISA_MZ_0h_P38_D2_D3,5456565,0.7611,1062.0029,2.4274352,0.72823056,7.2823056,cells,0,3,57,IC85,28.5
Isavuconazole,14706257,ISA_MZ_3h_P30_A1_VC,3489,0.0005,-11.8702,-0.027131886,-0.008139566,-0.081395657,cells,3,C,0,Control,0
Isavuconazole,14706258,ISA_MZ_3h_P30_B1_D1,144795,0.0202,15.7513,0.036002971,0.010800891,0.108008914,cells,3,1,0.7,IC01,0.35
Isavuconazole,14706259,ISA_MZ_3h_P30_C1_D2,2533879,0.3553,487.0021,1.113147657,0.333944297,3.339442971,cells,3,2,16,IC50,8
Isavuconazole,14706260,ISA_MZ_3h_P30_D1_D3,8400294,1.1995,1688.8992,3.860341029,1.158102309,11.58102309,cells,3,3,57,IC85,28.5
Isavuconazole,14706262,ISA_MZ_0h_P38_B1_D1,125902,0.0181,12.752,0.029147429,0.008744229,0.087442286,cells,0,1,0.7,IC01,0.35
Isavuconazole,14706263,ISA_MZ_0h_P38_C1_D2,2242694,0.311,424.4721,0.970221943,0.291066583,2.910665829,cells,0,2,16,IC50,8
Isavuconazole,14706264,ISA_MZ_0h_P38_D1_D3,6205638,0.8581,1200.1894,2.743290057,0.822987017,8.229870171,cells,0,3,57,IC85,28.5
Isavuconazole,14706101,ISA_OZ_48h_P06_A6_VC,9425,0.0013,-7.4291,-0.0169808,-0.00509424,-0.0509424,no cells,48,C,0,Control,0
Isavuconazole,14706102,ISA_OZ_48h_P06_B6_D1,55435,0.008,1.8987,0.004339886,0.001301966,0.013019657,no cells,48,1,0.7,IC01,0.35
Isavuconazole,14706103,ISA_OZ_48h_P06_C6_D2,828240,0.117,153.7587,0.351448457,0.105434537,1.054345371,no cells,48,2,16,IC50,8
Isavuconazole,14706104,ISA_OZ_48h_P06_D6_D3,1935570,0.2689,365.9361,0.836425371,0.250927611,2.509276114,no cells,48,3,57,IC85,28.5
Isavuconazole,14706105,ISA_OZ_24h_P14_A6_VC,4509,0.0006,-8.3999,-0.019199771,-0.005759931,-0.057599314,no cells,24,C,0,Control,0
Isavuconazole,14706106,ISA_OZ_24h_P14_B6_D1,49165,0.0068,0.2151,0.000491657,0.000147497,0.001474971,no cells,24,1,0.7,IC01,0.35
Isavuconazole,14706107,ISA_OZ_24h_P14_C6_D2,518536,0.0729,92.1962,0.210734171,0.063220251,0.632202514,no cells,24,2,16,IC50,8
Isavuconazole,14706108,ISA_OZ_24h_P14_D6_D3,1555209,0.2194,296.7006,0.6781728,0.20345184,2.0345184,no cells,24,3,57,IC85,28.5
Isavuconazole,14706109,ISA_OZ_6h_P22_A6_VC,2795,0.0004,-8.7373,-0.019970971,-0.005991291,-0.059912914,no cells,6,C,0,Control,0
Isavuconazole,14706110,ISA_OZ_6h_P22_B6_D1,51655,0.0072,0.7726,0.001765943,0.000529783,0.005297829,no cells,6,1,0.7,IC01,0.35
Isavuconazole,14706111,ISA_OZ_6h_P22_C6_D2,601089,0.083,106.3044,0.242981486,0.072894446,0.728944457,no cells,6,2,16,IC50,8
Isavuconazole,14706112,ISA_OZ_6h_P22_D6_D3,1843825,0.2508,340.7032,0.778750171,0.233625051,2.336250514,no cells,6,3,57,IC85,28.5
Isavuconazole,14706113,ISA_OZ_48h_P06_A5_VC,2407,0.0003,-8.7936,-0.020099657,-0.006029897,-0.060298971,no cells,48,C,0,Control,0
Isavuconazole,14706114,ISA_OZ_48h_P06_B5_D1,35661,0.0051,-2.0951,-0.0047888,-0.00143664,-0.0143664,no cells,48,1,0.7,IC01,0.35
Isavuconazole,14706115,ISA_OZ_48h_P06_C5_D2,512097,0.0727,92.0515,0.210403429,0.063121029,0.631210286,no cells,48,2,16,IC50,8
Isavuconazole,14706116,ISA_OZ_48h_P06_D5_D3,1509929,0.2093,282.6879,0.646143771,0.193843131,1.938431314,no cells,48,3,57,IC85,28.5
Isavuconazole,14706117,ISA_OZ_24h_P14_A5_VC,2323,0.0003,-8.8044,-0.020124343,-0.006037303,-0.060373029,no cells,24,C,0,Control,0
