Molecule,Replicate,Ext_Reference,Area,Ratio_To_Standard,Amount ng/ml,Amount nmol/mL,Amount nmol/well,Amount nmol/1e6 cells seeded,Cells,Incubation_Time,Dose_Level,Dose_uM,Dose_IC,Dose_nmol/well
Nitrofurantoin,14706978,NITRO_MZ_0h_P39_B3_D1,371730,0.0855,8.6223,0.036203813,0.010861144,0.108611438,cells,0,1,7.5,IC01,3.75
Nitrofurantoin,14706979,NITRO_MZ_0h_P39_C3_D2,819870,0.1839,19.5203,0.081962966,0.02458889,0.245888898,cells,0,2,30,IC50,15
Nitrofurantoin,14706980,NITRO_MZ_0h_P39_D3_D3,2300098,0.4926,53.805,0.22591955,0.067775865,0.67775865,cells,0,3,120,IC85,60
Nitrofurantoin,14706981,NITRO_MZ_6h_P23_A2_VC,9845,0.0023,-0.5708,-0.002396708,-0.000719012,-0.007190124,cells,6,C,0,Control,0
Nitrofurantoin,14706982,NITRO_MZ_6h_P23_B2_D1,229472,0.0556,5.3129,0.022308112,0.006692434,0.066924337,cells,6,1,7.5,IC01,3.75
Nitrofurantoin,14706983,NITRO_MZ_6h_P23_C2_D2,1375267,0.3498,37.9266,0.159248404,0.047774521,0.477745213,cells,6,2,30,IC50,15
Nitrofurantoin,14706984,NITRO_MZ_6h_P23_D2_D3,2547131,0.5937,65.0805,0.273263772,0.081979132,0.819791317,cells,6,3,120,IC85,60
Nitrofurantoin,14706985,NITRO_MZ_3h_P31_A2_VC,8818,0.002,-0.6059,-0.002544088,-0.000763226,-0.007632264,cells,3,C,0,Control,0
Nitrofurantoin,14706986,NITRO_MZ_3h_P31_B2_D1,210087,0.047,4.3688,0.01834397,0.005503191,0.055031911,cells,3,1,7.5,IC01,3.75
Nitrofurantoin,14706987,NITRO_MZ_3h_P31_C2_D2,855047,0.1933,20.5524,0.086296607,0.025888982,0.258889822,cells,3,2,30,IC50,15
Nitrofurantoin,14706988,NITRO_MZ_3h_P31_D2_D3,2668746,0.5909,64.7761,0.27198564,0.081595692,0.81595692,cells,3,3,120,IC85,60
Nitrofurantoin,14706989,NITRO_MZ_0h_P39_A2_VC,2485,0.0005,-0.7685,-0.003226822,-0.000968047,-0.009680467,cells,0,C,0,Control,0
Nitrofurantoin,14706990,NITRO_MZ_0h_P39_B2_D1,296858,0.0598,5.7855,0.024292492,0.007287748,0.072877477,cells,0,1,7.5,IC01,3.75
Nitrofurantoin,14706991,NITRO_MZ_0h_P39_C2_D2,984660,0.2056,21.9152,0.092018811,0.027605643,0.276056433,cells,0,2,30,IC50,15
Nitrofurantoin,14706992,NITRO_MZ_0h_P39_D2_D3,2838100,0.5386,58.9385,0.247474387,0.074242316,0.742423161,cells,0,3,120,IC85,60
Nitrofurantoin,14706993,NITRO_MZ_6h_P23_A1_VC,1872,0.0004,-0.7824,-0.003285186,-0.000985556,-0.009855559,cells,6,C,0,Control,0
Nitrofurantoin,14706994,NITRO_MZ_6h_P23_B1_D1,273928,0.0592,5.7127,0.023986816,0.007196045,0.071960447,cells,6,1,7.5,IC01,3.75
Nitrofurantoin,14706995,NITRO_MZ_6h_P23_C1_D2,1681202,0.376,40.8385,0.171475059,0.051442518,0.514425176,cells,6,2,30,IC50,15
Nitrofurantoin,14706996,NITRO_MZ_6h_P23_D1_D3,2915936,0.6093,66.8288,0.280604636,0.084181391,0.841813907,cells,6,3,120,IC85,60
Nitrofurantoin,14706997,NITRO_MZ_3h_P31_A1_VC,17704,0.0036,-0.4321,-0.001814327,-0.000544298,-0.00544298,cells,3,C,0,Control,0
Nitrofurantoin,14706998,NITRO_MZ_3h_P31_B1_D1,138560,0.0271,2.1719,0.009119499,0.00273585,0.027358498,cells,3,1,7.5,IC01,3.75
Nitrofurantoin,14706999,NITRO_MZ_3h_P31_C1_D2,843203,0.1697,17.9478,0.075360262,0.022608079,0.226080786,cells,3,2,30,IC50,15
Nitrofurantoin,14707000,NITRO_MZ_3h_P31_D1_D3,2216167,0.4457,48.5857,0.204004451,0.061201335,0.612013352,cells,3,3,120,IC85,60
Nitrofurantoin,14707001,NITRO_MZ_0h_P39_A1_VC,17350,0.0034,-0.4481,-0.001881508,-0.000564452,-0.005644525,cells,0,C,0,Control,0
Nitrofurantoin,14707002,NITRO_MZ_0h_P39_B1_D1,1126460,0.2338,25.0414,0.10514528,0.031543584,0.315435841,cells,0,1,7.5,IC01,3.75
Nitrofurantoin,14707003,NITRO_MZ_0h_P39_C1_D2,1931933,0.3995,43.4463,0.18242484,0.054727452,0.547274521,cells,0,2,30,IC50,15
Nitrofurantoin,14707004,NITRO_MZ_0h_P39_D1_D3,3828040,0.7087,77.934,0.327233792,0.098170138,0.981701377,cells,0,3,120,IC85,60
Nitrofurantoin,14706837,NITRO_OZ_48h_P07_A6_VC,6355,0.0011,0.0646,0.000271246,8.14E-05,0.000813739,no cells,48,C,0,Control,0
Nitrofurantoin,14706838,NITRO_OZ_48h_P07_B6_D1,101626,0.0178,1.9566,0.008215485,0.002464646,0.024646456,no cells,48,1,7.5,IC01,3.75
Nitrofurantoin,14706839,NITRO_OZ_48h_P07_C6_D2,840388,0.1578,17.7921,0.0747065,0.02241195,0.224119499,no cells,48,2,30,IC50,15
Nitrofurantoin,14706840,NITRO_OZ_48h_P07_D6_D3,1397452,0.2467,27.8852,0.117085993,0.035125798,0.351257978,no cells,48,3,120,IC85,60
Nitrofurantoin,14706841,NITRO_OZ_24h_P15_A6_VC,1407,0.0002,-0.0287,-0.000120507,-3.62E-05,-0.000361522,no cells,24,C,0,Control,0
Nitrofurantoin,14706842,NITRO_OZ_24h_P15_B6_D1,96204,0.0178,1.9576,0.008219684,0.002465905,0.024659053,no cells,24,1,7.5,IC01,3.75
Nitrofurantoin,14706843,NITRO_OZ_24h_P15_C6_D2,1030113,0.1954,22.058,0.092618408,0.027785522,0.277855223,no cells,24,2,30,IC50,15
Nitrofurantoin,14706844,NITRO_OZ_24h_P15_D6_D3,1215574,0.2171,24.5247,0.102975731,0.030892719,0.308927192,no cells,24,3,120,IC85,60
Nitrofurantoin,14706849,NITRO_OZ_48h_P07_A5_VC,4042,0.0007,0.0255,0.000107071,3.21E-05,0.000321213,no cells,48,C,0,Control,0
Nitrofurantoin,14706850,NITRO_OZ_48h_P07_B5_D1,177959,0.0352,3.9232,0.016472959,0.004941888,0.049418878,no cells,48,1,7.5,IC01,3.75
Nitrofurantoin,14706851,NITRO_OZ_48h_P07_C5_D2,1283414,0.2505,28.3082,0.11886211,0.035658633,0.356586329,no cells,48,2,30,IC50,15
Nitrofurantoin,14706852,NITRO_OZ_48h_P07_D5_D3,1852316,0.3328,37.675,0.158191972,0.047457592,0.474575915,no cells,48,3,120,IC85,60
Nitrofurantoin,14706853,NITRO_OZ_24h_P15_A5_VC,3230,0.0006,0.007,2.94E-05,8.82E-06,8.82E-05,no cells,24,C,0,Control,0
Nitrofurantoin,14706854,NITRO_OZ_24h_P15_B5_D1,165215,0.03,3.3304,0.013983876,0.004195163,0.041951629,no cells,24,1,7.5,IC01,3.75
Nitrofurantoin,14706855,NITRO_OZ_24h_P15_C5_D2,954013,0.1832,20.6745,0.086809288,0.026042786,0.260427864,no cells,24,2,30,IC50,15
Nitrofurantoin,14706856,NITRO_OZ_24h_P15_D5_D3,1631102,0.2876,32.5325,0.136599345,0.040979803,0.409798035,no cells,24,3,120,IC85,60
Nitrofurantoin,14706861,NITRO_OZ_48h_P07_A4_VC,3358,0.0006,0.0091,3.82E-05,1.15E-05,0.000114629,no cells,48,C,0,Control,0
Nitrofurantoin,14706862,NITRO_OZ_48h_P07_B4_D1,170149,0.0315,3.5023,0.01470566,0.004411698,0.04411698,no cells,48,1,7.5,IC01,3.75
Nitrofurantoin,14706863,NITRO_OZ_48h_P07_C4_D2,1074804,0.2114,23.8775,0.10025823,0.030077469,0.300774689,no cells,48,2,30,IC50,15
Nitrofurantoin,14706864,NITRO_OZ_48h_P07_D4_D3,1163128,0.2106,23.7875,0.099880333,0.0299641,0.299640998,no cells,48,3,120,IC85,60
Nitrofurantoin,14706865,NITRO_OZ_24h_P15_A4_VC,5725,0.001,0.0605,0.000254031,7.62E-05,0.000762093,no cells,24,C,0,Control,0
Nitrofurantoin,14706866,NITRO_OZ_24h_P15_B4_D1,134141,0.0245,2.7119,0.011386883,0.003416065,0.034160648,no cells,24,1,7.5,IC01,3.75
Nitrofurantoin,14706867,NITRO_OZ_24h_P15_C4_D2,1007541,0.1865,21.0465,0.088371263,0.026511379,0.265113789,no cells,24,2,30,IC50,15
Nitrofurantoin,14706868,NITRO_OZ_24h_P15_D4_D3,1489673,0.2787,31.5185,0.132341703,0.039702511,0.397025109,no cells,24,3,120,IC85,60
Nitrofurantoin,14706873,NITRO_MZ_48h_P07_A3_VC,19819,0.0035,0.3354,0.001408297,0.000422489,0.004224891,cells,48,C,0,Control,0
Nitrofurantoin,14706874,NITRO_MZ_48h_P07_B3_D1,236201,0.0426,4.7609,0.019990343,0.005997103,0.059971028,cells,48,1,7.5,IC01,3.75
Nitrofurantoin,14706875,NITRO_MZ_48h_P07_C3_D2,842003,0.1554,17.5226,0.073574908,0.022072472,0.220724723,cells,48,2,30,IC50,15
Nitrofurantoin,14706876,NITRO_MZ_48h_P07_D3_D3,1619897,0.2892,32.7172,0.137374874,0.041212462,0.412124622,cells,48,3,120,IC85,60
Nitrofurantoin,14706877,NITRO_MZ_24h_P15_A3_VC,3615,0.0007,0.0177,7.43E-05,2.23E-05,0.000222959,cells,24,C,0,Control,0
Nitrofurantoin,14706878,NITRO_MZ_24h_P15_B3_D1,243376,0.0452,5.0538,0.021220188,0.006366056,0.063660564,cells,24,1,7.5,IC01,3.75
Nitrofurantoin,14706879,NITRO_MZ_24h_P15_C3_D2,1093219,0.2082,23.5104,0.098716829,0.029615049,0.296150487,cells,24,2,30,IC50,15
Nitrofurantoin,14706880,NITRO_MZ_24h_P15_D3_D3,2265299,0.4014,45.4897,0.191004787,0.057301436,0.57301436,cells,24,3,120,IC85,60
Nitrofurantoin,14706885,NITRO_MZ_48h_P07_A2_VC,7230,0.0013,0.0852,0.000357743,0.000107323,0.001073228,cells,48,C,0,Control,0
Nitrofurantoin,14706886,NITRO_MZ_48h_P07_B2_D1,240355,0.0434,4.8445,0.020341367,0.00610241,0.061024101,cells,48,1,7.5,IC01,3.75
Nitrofurantoin,14706887,NITRO_MZ_48h_P07_C2_D2,1074889,0.2039,23.0273,0.096688361,0.029006508,0.290065082,cells,48,2,30,IC50,15
Nitrofurantoin,14706888,NITRO_MZ_48h_P07_D2_D3,1768927,0.3146,35.6017,0.14948648,0.044845944,0.448459439,cells,48,3,120,IC85,60
Nitrofurantoin,14706889,NITRO_MZ_24h_P15_A2_VC,16295,0.003,0.28,0.00117568,0.000352704,0.003527041,cells,24,C,0,Control,0
Nitrofurantoin,14706890,NITRO_MZ_24h_P15_B2_D1,277882,0.0498,5.5726,0.023398556,0.007019567,0.070195667,cells,24,1,7.5,IC01,3.75
Nitrofurantoin,14706891,NITRO_MZ_24h_P15_C2_D2,1400547,0.2636,29.8007,0.125128905,0.037538671,0.375386715,cells,24,2,30,IC50,15
Nitrofurantoin,14706892,NITRO_MZ_24h_P15_D2_D3,3089145,0.5566,63.222,0.265460195,0.079638058,0.796380584,cells,24,3,120,IC85,60
Nitrofurantoin,14706897,NITRO_MZ_48h_P07_A1_VC,1418,0.0002,-0.0288,-0.000120927,-3.63E-05,-0.000362781,cells,48,C,0,Control,0
Nitrofurantoin,14706898,NITRO_MZ_48h_P07_B1_D1,220492,0.0391,4.3605,0.01830912,0.005492736,0.05492736,cells,48,1,7.5,IC01,3.75
Nitrofurantoin,14706899,NITRO_MZ_48h_P07_C1_D2,1312582,0.246,27.8009,0.116732029,0.035019609,0.350196087,cells,48,2,30,IC50,15
Nitrofurantoin,14706900,NITRO_MZ_48h_P07_D1_D3,3115520,0.56,63.6098,0.267088512,0.080126554,0.801265536,cells,48,3,120,IC85,60
Nitrofurantoin,14706901,NITRO_MZ_24h_P15_A1_VC,24148,0.0043,0.4263,0.001789973,0.000536992,0.005369919,cells,24,C,0,Control,0
Nitrofurantoin,14706902,NITRO_MZ_24h_P15_B1_D1,182229,0.0325,3.6136,0.015172993,0.004551898,0.045518979,cells,24,1,7.5,IC01,3.75
Nitrofurantoin,14706903,NITRO_MZ_24h_P15_C1_D2,1215704,0.2257,25.4927,0.107040225,0.032112068,0.321120675,cells,24,2,30,IC50,15
Nitrofurantoin,14706904,NITRO_MZ_24h_P15_D1_D3,2825549,0.5079,57.6461,0.242047783,0.072614335,0.726143349,cells,24,3,120,IC85,60
Nitrofurantoin,14707515,NITRO_OZ_3h_P32_A6_VC,1392,0.0005,-0.0492,-0.000206584,-6.20E-05,-0.000619751,no cells,3,C,0,Control,0
Nitrofurantoin,14707516,NITRO_OZ_3h_P32_B6_D1,42900,0.0146,1.4885,0.00625,0.001875,0.01875,no cells,3,1,7.5,IC01,3.75
Nitrofurantoin,14707517,NITRO_OZ_3h_P32_C6_D2,247507,0.0849,9.1454,0.038400235,0.011520071,0.115200705,no cells,3,2,30,IC50,15
Nitrofurantoin,14707518,NITRO_OZ_3h_P32_D6_D3,554527,0.1927,20.9293,0.087879157,0.026363747,0.263637471,no cells,3,3,120,IC85,60
Nitrofurantoin,14707519,NITRO_OZ_0h_P40_A6_VC,8733,0.003,0.2298,0.000964898,0.000289469,0.002894693,no cells,0,C,0,Control,0
Nitrofurantoin,14707520,NITRO_OZ_0h_P40_B6_D1,42016,0.0145,1.4763,0.006198774,0.001859632,0.018596322,no cells,0,1,7.5,IC01,3.75
Nitrofurantoin,14707521,NITRO_OZ_0h_P40_C6_D2,367370,0.1336,14.4656,0.060738999,0.0182217,0.182216997,no cells,0,2,30,IC50,15
Nitrofurantoin,14707522,NITRO_OZ_0h_P40_D6_D3,872570,0.3127,34.0818,0.143104636,0.042931391,0.429313907,no cells,0,3,120,IC85,60
Nitrofurantoin,14707527,NITRO_OZ_3h_P32_A5_VC,2937,0.001,0.0115,4.83E-05,1.45E-05,0.000144861,no cells,3,C,0,Control,0
Nitrofurantoin,14707528,NITRO_OZ_3h_P32_B5_D1,55462,0.0195,2.0199,0.008481273,0.002544382,0.025443819,no cells,3,1,7.5,IC01,3.75
Nitrofurantoin,14707529,NITRO_OZ_3h_P32_C5_D2,267546,0.0949,10.2373,0.042984968,0.01289549,0.128954904,no cells,3,2,30,IC50,15
Nitrofurantoin,14707530,NITRO_OZ_3h_P32_D5_D3,835763,0.2919,31.7967,0.133509825,0.040052948,0.400529476,no cells,3,3,120,IC85,60
Nitrofurantoin,14707531,NITRO_OZ_0h_P40_A5_VC,11500,0.0042,0.3586,0.00150571,0.000451713,0.004517131,no cells,0,C,0,Control,0
Nitrofurantoin,14707532,NITRO_OZ_0h_P40_B5_D1,35887,0.0124,1.2506,0.005251092,0.001575328,0.015753275,no cells,0,1,7.5,IC01,3.75
Nitrofurantoin,14707533,NITRO_OZ_0h_P40_C5_D2,430459,0.1686,18.2939,0.076813487,0.023044046,0.23044046,no cells,0,2,30,IC50,15
Nitrofurantoin,14707534,NITRO_OZ_0h_P40_D5_D3,885874,0.3416,37.2559,0.15643223,0.046929669,0.469296691,no cells,0,3,120,IC85,60
Nitrofurantoin,14707539,NITRO_OZ_3h_P32_A4_VC,1829,0.0007,-0.024,-0.000100773,-3.02E-05,-0.000302318,no cells,3,C,0,Control,0
Nitrofurantoin,14707540,NITRO_OZ_3h_P32_B4_D1,47381,0.0178,1.8382,0.007718341,0.002315502,0.023155022,no cells,3,1,7.5,IC01,3.75
Nitrofurantoin,14707541,NITRO_OZ_3h_P32_C4_D2,255683,0.0992,10.7068,0.044956332,0.0134869,0.134868996,no cells,3,2,30,IC50,15
Nitrofurantoin,14707542,NITRO_OZ_3h_P32_D4_D3,698707,0.2668,29.0397,0.121933574,0.036580072,0.365800722,no cells,3,3,120,IC85,60
Nitrofurantoin,14707543,NITRO_OZ_0h_P40_A4_VC,11388,0.0047,0.4129,0.001733708,0.000520113,0.005201125,no cells,0,C,0,Control,0
Nitrofurantoin,14707544,NITRO_OZ_0h_P40_B4_D1,38441,0.0151,1.543,0.006478838,0.001943651,0.019436513,no cells,0,1,7.5,IC01,3.75
Nitrofurantoin,14707545,NITRO_OZ_0h_P40_C4_D2,369891,0.1575,17.0741,0.07169172,0.021507516,0.21507516,no cells,0,2,30,IC50,15
Nitrofurantoin,14707546,NITRO_OZ_0h_P40_D4_D3,1193997,0.4966,54.3187,0.228076503,0.068422951,0.68422951,no cells,0,3,120,IC85,60
Nitrofurantoin,14707551,NITRO_MZ_3h_P32_A3_VC,4242,0.0016,0.0691,0.000290141,8.70E-05,0.000870423,cells,3,C,0,Control,0
Nitrofurantoin,14707552,NITRO_MZ_3h_P32_B3_D1,89185,0.0338,3.5843,0.015049966,0.00451499,0.045149899,cells,3,1,7.5,IC01,3.75
Nitrofurantoin,14707553,NITRO_MZ_3h_P32_C3_D2,494918,0.1784,19.366,0.081315082,0.024394525,0.243945247,cells,3,2,30,IC50,15
Nitrofurantoin,14707554,NITRO_MZ_3h_P32_D3_D3,1434554,0.528,57.7845,0.242628905,0.072788671,0.727886715,cells,3,3,120,IC85,60
Nitrofurantoin,14707555,NITRO_MZ_0h_P40_A3_VC,62727,0.0222,2.3164,0.009726234,0.00291787,0.029178703,cells,0,C,0,Control,0
Nitrofurantoin,14707556,NITRO_MZ_0h_P40_B3_D1,95215,0.0328,3.466,0.014553242,0.004365972,0.043659725,cells,0,1,7.5,IC01,3.75
Nitrofurantoin,14707557,NITRO_MZ_0h_P40_C3_D2,434434,0.1516,16.4361,0.069012849,0.020703855,0.207038546,cells,0,2,30,IC50,15
Nitrofurantoin,14707558,NITRO_MZ_0h_P40_D3_D3,3314616,1.1921,131.8549,0.55363999,0.166091997,1.66091997,cells,0,3,120,IC85,60
Nitrofurantoin,14707563,NITRO_MZ_3h_P32_A2_VC,9903,0.0033,0.2594,0.001089184,0.000326755,0.003267551,cells,3,C,0,Control,0
Nitrofurantoin,14707564,NITRO_MZ_3h_P32_B2_D1,145805,0.046,4.9125,0.020626889,0.006188067,0.061880668,cells,3,1,7.5,IC01,3.75
Nitrofurantoin,14707565,NITRO_MZ_3h_P32_C2_D2,550097,0.1849,20.0685,0.08426478,0.025279434,0.25279434,cells,3,2,30,IC50,15
Nitrofurantoin,14707566,NITRO_MZ_3h_P32_D2_D3,1577295,0.5027,54.9886,0.230889318,0.069266795,0.692667954,cells,3,3,120,IC85,60
Nitrofurantoin,14707567,NITRO_MZ_0h_P40_A2_VC,18727,0.0062,0.5707,0.002396288,0.000718886,0.007188865,cells,0,C,0,Control,0
Nitrofurantoin,14707568,NITRO_MZ_0h_P40_B2_D1,216197,0.0717,7.7064,0.032358079,0.009707424,0.097074236,cells,0,1,7.5,IC01,3.75
Nitrofurantoin,14707569,NITRO_MZ_0h_P40_C2_D2,509160,0.18,19.5403,0.082046943,0.024614083,0.24614083,cells,0,2,30,IC50,15
Nitrofurantoin,14707570,NITRO_MZ_0h_P40_D2_D3,1392050,0.5132,56.1467,0.235752015,0.070725605,0.707256046,cells,0,3,120,IC85,60
Nitrofurantoin,14707575,NITRO_MZ_3h_P32_A1_VC,3763,0.0013,0.0453,0.000190208,5.71E-05,0.000570625,cells,3,C,0,Control,0
Nitrofurantoin,14707576,NITRO_MZ_3h_P32_B1_D1,85622,0.0308,3.2513,0.013651747,0.004095524,0.04095524,cells,3,1,7.5,IC01,3.75
Nitrofurantoin,14707577,NITRO_MZ_3h_P32_C1_D2,468100,0.1629,17.67,0.074193819,0.022258146,0.222581458,cells,3,2,30,IC50,15
Nitrofurantoin,14707578,NITRO_MZ_3h_P32_D1_D3,1385280,0.5107,55.88,0.23463218,0.070389654,0.70389654,cells,3,3,120,IC85,60
Nitrofurantoin,14707579,NITRO_MZ_0h_P40_A1_VC,15144,0.0056,0.5134,0.002155694,0.000646708,0.006467081,cells,0,C,0,Control,0
Nitrofurantoin,14707580,NITRO_MZ_0h_P40_B1_D1,86063,0.0318,3.3564,0.014093047,0.004227914,0.04227914,cells,0,1,7.5,IC01,3.75
Nitrofurantoin,14707581,NITRO_MZ_0h_P40_C1_D2,345115,0.1253,13.5632,0.05694995,0.017084985,0.170849849,cells,0,2,30,IC50,15
Nitrofurantoin,14707582,NITRO_MZ_0h_P40_D1_D3,1226555,0.4864,53.1893,0.223334313,0.067000294,0.670002939,cells,0,3,120,IC85,60
Nitrofurantoin,14707419,NITRO_OZ_48h_P08_A6_VC,9242,0.0028,0.0411,0.000172573,5.18E-05,0.000517719,no cells,48,C,0,Control,0
Nitrofurantoin,14707420,NITRO_OZ_48h_P08_B6_D1,66580,0.0205,1.9383,0.008138646,0.002441594,0.024415939,no cells,48,1,7.5,IC01,3.75
Nitrofurantoin,14707421,NITRO_OZ_48h_P08_C6_D2,812969,0.2877,30.6552,0.128716829,0.038615049,0.386150487,no cells,48,2,30,IC50,15
Nitrofurantoin,14707422,NITRO_OZ_48h_P08_D6_D3,827492,0.273,29.0618,0.122026369,0.036607911,0.366079106,no cells,48,3,120,IC85,60
Nitrofurantoin,14707423,NITRO_OZ_24h_P16_A6_VC,3263,0.0011,-0.1421,-0.000596658,-0.000178997,-0.001789973,no cells,24,C,0,Control,0
Nitrofurantoin,14707424,NITRO_OZ_24h_P16_B6_D1,70119,0.0234,2.2499,0.00944701,0.002834103,0.028341031,no cells,24,1,7.5,IC01,3.75
Nitrofurantoin,14707425,NITRO_OZ_24h_P16_C6_D2,456196,0.1544,16.2971,0.068429207,0.020528762,0.205287622,no cells,24,2,30,IC50,15
Nitrofurantoin,14707426,NITRO_OZ_24h_P16_D6_D3,630812,0.2029,21.5131,0.09033045,0.027099135,0.27099135,no cells,24,3,120,IC85,60
Nitrofurantoin,14707427,NITRO_OZ_6h_P24_A6_VC,21297,0.007,0.4871,0.002045264,0.000613579,0.006135791,no cells,6,C,0,Control,0
Nitrofurantoin,14707428,NITRO_OZ_6h_P24_B6_D1,98179,0.0329,3.2587,0.013682818,0.004104845,0.041048455,no cells,6,1,7.5,IC01,3.75
Nitrofurantoin,14707429,NITRO_OZ_6h_P24_C6_D2,658673,0.2273,24.1384,0.101353712,0.030406114,0.304061135,no cells,6,2,30,IC50,15
Nitrofurantoin,14707430,NITRO_OZ_6h_P24_D6_D3,1123188,0.3646,38.9564,0.163572388,0.049071716,0.490717165,no cells,6,3,120,IC85,60
Nitrofurantoin,14707431,NITRO_OZ_48h_P08_A5_VC,83138,0.0276,2.6963,0.011321381,0.003396414,0.033964142,no cells,48,C,0,Control,0
Nitrofurantoin,14707432,NITRO_OZ_48h_P08_B5_D1,106940,0.0382,3.8314,0.016087504,0.004826251,0.048262513,no cells,48,1,7.5,IC01,3.75
Nitrofurantoin,14707433,NITRO_OZ_48h_P08_C5_D2,833700,0.3099,33.0523,0.138781911,0.041634573,0.416345734,no cells,48,2,30,IC50,15
Nitrofurantoin,14707434,NITRO_OZ_48h_P08_D5_D3,811973,0.2842,30.2788,0.127136379,0.038140914,0.381409137,no cells,48,3,120,IC85,60
Nitrofurantoin,14707435,NITRO_OZ_24h_P16_A5_VC,4405,0.0015,-0.0969,-0.000406869,-0.000122061,-0.001220608,no cells,24,C,0,Control,0
Nitrofurantoin,14707436,NITRO_OZ_24h_P16_B5_D1,99403,0.034,3.3795,0.01419004,0.004257012,0.042570121,no cells,24,1,7.5,IC01,3.75
Nitrofurantoin,14707437,NITRO_OZ_24h_P16_C5_D2,579412,0.2093,22.2058,0.093238999,0.0279717,0.279716997,no cells,24,2,30,IC50,15
Nitrofurantoin,14707438,NITRO_OZ_24h_P16_D5_D3,974041,0.3514,37.5301,0.157583557,0.047275067,0.472750672,no cells,24,3,120,IC85,60
Nitrofurantoin,14707439,NITRO_OZ_6h_P24_A5_VC,4362,0.0015,-0.1012,-0.000424924,-0.000127477,-0.001274773,no cells,6,C,0,Control,0
Nitrofurantoin,14707440,NITRO_OZ_6h_P24_B5_D1,97610,0.035,3.4903,0.014655274,0.004396582,0.043965821,no cells,6,1,7.5,IC01,3.75
Nitrofurantoin,14707441,NITRO_OZ_6h_P24_C5_D2,698383,0.267,28.4227,0.119342879,0.035802864,0.358028636,no cells,6,2,30,IC50,15
Nitrofurantoin,14707442,NITRO_OZ_6h_P24_D5_D3,1074542,0.3822,40.8639,0.17158171,0.051474513,0.514745129,no cells,6,3,120,IC85,60
Nitrofurantoin,14707443,NITRO_OZ_48h_P08_A4_VC,9576,0.0033,0.098,0.000411488,0.000123446,0.001234464,no cells,48,C,0,Control,0
Nitrofurantoin,14707444,NITRO_OZ_48h_P08_B4_D1,147994,0.0552,5.6501,0.023723967,0.00711719,0.071171901,no cells,48,1,7.5,IC01,3.75
Nitrofurantoin,14707445,NITRO_OZ_48h_P08_C4_D2,623659,0.2408,25.5898,0.107447934,0.03223438,0.322343802,no cells,48,2,30,IC50,15
Nitrofurantoin,14707446,NITRO_OZ_48h_P08_D4_D3,498064,0.1812,19.1801,0.080534515,0.024160354,0.241603544,no cells,48,3,120,IC85,60
Nitrofurantoin,14707447,NITRO_OZ_24h_P16_A4_VC,7368,0.0029,0.0493,0.000207004,6.21E-05,0.000621011,no cells,24,C,0,Control,0
Nitrofurantoin,14707448,NITRO_OZ_24h_P16_B4_D1,75269,0.0306,3.0209,0.01268433,0.003805299,0.03805299,no cells,24,1,7.5,IC01,3.75
Nitrofurantoin,14707449,NITRO_OZ_24h_P16_C4_D2,512221,0.1954,20.7032,0.086929795,0.026078939,0.260789385,no cells,24,2,30,IC50,15
Nitrofurantoin,14707450,NITRO_OZ_24h_P16_D4_D3,809802,0.3138,33.4719,0.140543752,0.042163126,0.421631256,no cells,24,3,120,IC85,60
Nitrofurantoin,14707451,NITRO_OZ_6h_P24_A4_VC,14839,0.0058,0.3641,0.001528804,0.000458641,0.004586412,no cells,6,C,0,Control,0
Nitrofurantoin,14707452,NITRO_OZ_6h_P24_B4_D1,104065,0.0409,4.1243,0.01731735,0.005195205,0.051952049,no cells,6,1,7.5,IC01,3.75
Nitrofurantoin,14707453,NITRO_OZ_6h_P24_C4_D2,564524,0.2291,24.3315,0.102164511,0.030649353,0.306493534,no cells,6,2,30,IC50,15
Nitrofurantoin,14707454,NITRO_OZ_6h_P24_D4_D3,817436,0.3148,33.5766,0.140983373,0.042295012,0.422950118,no cells,6,3,120,IC85,60
Nitrofurantoin,14707455,NITRO_MZ_48h_P08_A3_VC,10250,0.0034,0.1028,0.000431643,0.000129493,0.001294928,cells,48,C,0,Control,0
Nitrofurantoin,14707456,NITRO_MZ_48h_P08_B3_D1,165159,0.0568,5.8258,0.024461706,0.007338512,0.073385119,cells,48,1,7.5,IC01,3.75
Nitrofurantoin,14707457,NITRO_MZ_48h_P08_C3_D2,750286,0.2986,31.8279,0.13364083,0.040092249,0.400922489,cells,48,2,30,IC50,15
Nitrofurantoin,14707458,NITRO_MZ_48h_P08_D3_D3,735560,0.2739,29.1667,0.122466829,0.036740049,0.367400487,cells,48,3,120,IC85,60
Nitrofurantoin,14707459,NITRO_MZ_24h_P16_A3_VC,15685,0.0057,0.3464,0.001454484,0.000436345,0.004363453,cells,24,C,0,Control,0
Nitrofurantoin,14707460,NITRO_MZ_24h_P16_B3_D1,171527,0.0611,6.2823,0.026378485,0.007913546,0.079135455,cells,24,1,7.5,IC01,3.75
Nitrofurantoin,14707461,NITRO_MZ_24h_P16_C3_D2,819494,0.2826,30.1044,0.126404098,0.037921229,0.379212294,cells,24,2,30,IC50,15
Nitrofurantoin,14707462,NITRO_MZ_24h_P16_D3_D3,2499044,0.8112,87.6178,0.367894693,0.110368408,1.103684078,cells,24,3,120,IC85,60
