"","StateVar","steady_state"
"1","ATF4",0.307028139646362
"2","BIP",0.331960862596514
"3","BTG2",0.548878283925898
"4","CHOP",0.378908704194366
"5","HMOX1",0.361190141517072
"6","MDM2",0.892550867887673
"7","NRF2",0.557889857053271
"8","SRXN1",0.467017171068982
"9","XBP1",0.0513296333898075
"10","p21",0.577888854149509
"11","p53",0.883948946076154
