"","StateVar","replID","treatment","timeID","timeAfterExposure","dose_uM","dose_uMadj","timepoints","data4modelInterpol","data4modelReal","timeID_orig"
"1","BTG2",1,"KET",1,NA,6.59,6.59,0,NA,NA,NA
"2","BTG2",1,"KET",2,0.8,6.59,6.59,1,0.533335884630656,0.532329999398795,1
"3","BTG2",1,"KET",3,2.3,6.59,6.59,2,0.536009298051927,0.535225220645738,2
"4","BTG2",1,"KET",4,NA,6.59,6.59,3,0.530795998592353,NA,NA
"5","BTG2",1,"KET",5,3.8,6.59,6.59,4,0.534189180714655,0.531472468868677,3
"6","BTG2",1,"KET",6,5.3,6.59,6.59,5,0.55003673805435,0.549471066619447,4
"7","BTG2",1,"KET",7,NA,6.59,6.59,6,0.53072524014774,NA,NA
"8","BTG2",1,"KET",8,6.8,6.59,6.59,7,0.48897827088172,0.496643333617722,5
"9","BTG2",1,"KET",9,8.3,6.59,6.59,8,0.462434151331815,0.458223551609514,6
"10","BTG2",1,"KET",10,NA,6.59,6.59,9,0.455531090854079,NA,NA
"11","BTG2",1,"KET",11,9.8,6.59,6.59,10,0.473907408221373,0.467864593092105,7
"12","BTG2",1,"KET",12,11.3,6.59,6.59,11,0.497290021983924,0.492841801897042,8
"13","BTG2",1,"KET",13,NA,6.59,6.59,12,0.453968884056064,NA,NA
"14","BTG2",1,"KET",14,12.8,6.59,6.59,13,0.409556262423919,0.411522837764544,9
"15","BTG2",1,"KET",15,14.3,6.59,6.59,14,0.433603177220283,0.438331865873593,10
"16","BTG2",1,"KET",16,NA,6.59,6.59,15,0.428075202033639,NA,NA
"17","BTG2",1,"KET",17,15.8,6.59,6.59,16,0.429308074424699,0.422569883530907,11
"18","BTG2",1,"KET",18,17.3,6.59,6.59,17,0.480547299924347,0.484395586950325,12
"19","BTG2",1,"KET",19,NA,6.59,6.59,18,0.452854511170721,NA,NA
"20","BTG2",1,"KET",20,18.8,6.59,6.59,19,0.411260897569127,0.411697534506978,13
"21","BTG2",1,"KET",21,20.3,6.59,6.59,20,0.448130554883808,0.455631729221908,14
"22","BTG2",1,"KET",22,NA,6.59,6.59,21,0.443709184881764,NA,NA
"23","BTG2",1,"KET",23,21.8,6.59,6.59,22,0.41066060726691,0.414500019283401,15
"24","BTG2",1,"KET",24,23.3,6.59,6.59,23,0.413062657600622,0.416018278413661,16
"25","BTG2",1,"KET",25,NA,6.59,6.59,24,0.418555356648207,NA,NA
